Sample ID,Sample resolution [m],state
128205305308_0.05,0.05,1
128598101806_0.25,0.25,1
128598101806_0.2,0.2,1
128598101806_0.15,0.15,1
128598101806_0.1,0.1,1
128598101806_0.05,0.05,1
128753700658_0.25,0.25,1
128753700658_0.2,0.2,1
128753700658_0.15,0.15,1
128753700658_0.1,0.1,1
128753700658_0.05,0.05,1
128812168998_0.25,0.25,1
128812168998_0.2,0.2,1
128812168998_0.15,0.15,1
128812168998_0.1,0.1,1
128812168998_0.05,0.05,2
128959292952_0.25,0.25,1
128959292952_0.2,0.2,1
128959292952_0.15,0.15,1
128959292952_0.1,0.1,1
128959292952_0.05,0.05,2
129058672652_0.25,0.25,1
129058672652_0.2,0.2,1
129058672652_0.15,0.15,1
129058672652_0.1,0.1,1
129058672652_0.05,0.05,1
129092221323_0.25,0.25,1
129092221323_0.2,0.2,1
129092221323_0.15,0.15,1
129092221323_0.1,0.1,1
129092221323_0.05,0.05,1
129138164758_0.25,0.25,1
129138164758_0.2,0.2,1
129138164758_0.15,0.15,1
129138164758_0.1,0.1,1
129138164758_0.05,0.05,1
129147573483_0.25,0.25,1
129147573483_0.2,0.2,1
129147573483_0.15,0.15,1
129147573483_0.1,0.1,1
129147573483_0.05,0.05,1
129289746546_0.25,0.25,1
129289746546_0.2,0.2,1
129289746546_0.15,0.15,1
129289746546_0.1,0.1,1
129289746546_0.05,0.05,1
129298121880_0.25,0.25,1
129298121880_0.2,0.2,1
129298121880_0.15,0.15,1
129298121880_0.1,0.1,1
129298121880_0.05,0.05,1
129388358883_0.25,0.25,1
129388358883_0.2,0.2,1
129388358883_0.15,0.15,1
129388358883_0.1,0.1,1
129388358883_0.05,0.05,2
129588832498_0.25,0.25,1
129588832498_0.2,0.2,1
129588832498_0.15,0.15,1
129588832498_0.1,0.1,1
129588832498_0.05,0.05,1
129690058469_0.25,0.25,1
129690058469_0.2,0.2,1
129690058469_0.15,0.15,1
129690058469_0.1,0.1,1
129690058469_0.05,0.05,2
129902313985_0.25,0.25,1
129902313985_0.2,0.2,1
129902313985_0.15,0.15,1
129902313985_0.1,0.1,1
129902313985_0.05,0.05,1
130360976522_0.25,0.25,1
130360976522_0.2,0.2,1
130360976522_0.15,0.15,1
130360976522_0.1,0.1,1
130360976522_0.05,0.05,1
131032316860_0.25,0.25,1
131032316860_0.2,0.2,1
131032316860_0.15,0.15,1
131032316860_0.1,0.1,1
131032316860_0.05,0.05,2
131310434744_0.25,0.25,1
131310434744_0.2,0.2,1
131310434744_0.15,0.15,1
131310434744_0.1,0.1,1
131310434744_0.05,0.05,1
131747479645_0.25,0.25,1
131747479645_0.2,0.2,1
131747479645_0.15,0.15,1
131747479645_0.1,0.1,1
131747479645_0.05,0.05,1
132034830322_0.25,0.25,1
132034830322_0.2,0.2,1
132034830322_0.15,0.15,1
132034830322_0.1,0.1,1
132034830322_0.05,0.05,1
132824874878_0.25,0.25,1
132824874878_0.2,0.2,1
132824874878_0.15,0.15,1
132824874878_0.1,0.1,1
132824874878_0.05,0.05,1
132930576413_0.25,0.25,1
132930576413_0.2,0.2,1
132930576413_0.15,0.15,1
132930576413_0.1,0.1,1
132930576413_0.05,0.05,2
132930822456_0.25,0.25,1
132930822456_0.2,0.2,1
132930822456_0.15,0.15,1
132930822456_0.1,0.1,1
132930822456_0.05,0.05,1
132956634220_0.25,0.25,1
132956634220_0.2,0.2,1
132956634220_0.15,0.15,1
132956634220_0.1,0.1,1
132956634220_0.05,0.05,1
133145481538_0.25,0.25,1
133145481538_0.2,0.2,1
133145481538_0.15,0.15,1
133145481538_0.1,0.1,1
133145481538_0.05,0.05,1
133215412579_0.25,0.25,1
133215412579_0.2,0.2,1
133215412579_0.15,0.15,1
133215412579_0.1,0.1,1
133215412579_0.05,0.05,1
133920735219_0.25,0.25,1
133920735219_0.2,0.2,1
133920735219_0.15,0.15,1
133920735219_0.1,0.1,1
133920735219_0.05,0.05,1
134171707308_0.25,0.25,1
134171707308_0.2,0.2,1
134171707308_0.15,0.15,1
134171707308_0.1,0.1,1
134171707308_0.05,0.05,1
134241048457_0.25,0.25,1
134241048457_0.2,0.2,1
134241048457_0.15,0.15,1
134241048457_0.1,0.1,1
134241048457_0.05,0.05,1
134313917214_0.25,0.25,1
134313917214_0.2,0.2,1
134313917214_0.15,0.15,1
134313917214_0.1,0.1,1
134313917214_0.05,0.05,1
134710241401_0.25,0.25,1
134710241401_0.2,0.2,1
134710241401_0.15,0.15,1
134710241401_0.1,0.1,1
134710241401_0.05,0.05,2
134915201742_0.25,0.25,1
134915201742_0.2,0.2,1
134915201742_0.15,0.15,1
134915201742_0.1,0.1,1
134915201742_0.05,0.05,1
135007748227_0.25,0.25,1
135007748227_0.2,0.2,1
135007748227_0.15,0.15,1
135007748227_0.1,0.1,1
135007748227_0.05,0.05,1
135251340396_0.25,0.25,1
135251340396_0.2,0.2,1
135251340396_0.15,0.15,1
135251340396_0.1,0.1,1
135251340396_0.05,0.05,2
135614280480_0.25,0.25,1
135614280480_0.2,0.2,1
135614280480_0.15,0.15,1
135614280480_0.1,0.1,1
135614280480_0.05,0.05,1
135750021253_0.25,0.25,1
135750021253_0.2,0.2,1
135750021253_0.15,0.15,1
135750021253_0.1,0.1,1
135750021253_0.05,0.05,1
135774462980_0.25,0.25,1
135774462980_0.2,0.2,1
135774462980_0.15,0.15,1
135774462980_0.1,0.1,1
135774462980_0.05,0.05,1
135959624207_0.25,0.25,1
135959624207_0.2,0.2,1
135959624207_0.15,0.15,1
135959624207_0.1,0.1,1
135959624207_0.05,0.05,1
136079903049_0.25,0.25,1
136079903049_0.2,0.2,1
136079903049_0.15,0.15,1
136079903049_0.1,0.1,1
136079903049_0.05,0.05,1
136352167498_0.25,0.25,1
136352167498_0.2,0.2,1
136352167498_0.15,0.15,1
136352167498_0.1,0.1,1
136352167498_0.05,0.05,2
136356869889_0.25,0.25,1
136356869889_0.2,0.2,1
136356869889_0.15,0.15,1
136356869889_0.1,0.1,1
136356869889_0.05,0.05,1
136357455823_0.25,0.25,1
136357455823_0.2,0.2,1
136357455823_0.15,0.15,1
136357455823_0.1,0.1,1
136357455823_0.05,0.05,1
136507838993_0.25,0.25,1
136507838993_0.2,0.2,1
136507838993_0.15,0.15,1
136507838993_0.1,0.1,1
136507838993_0.05,0.05,1
136643516497_0.25,0.25,1
136643516497_0.2,0.2,1
136643516497_0.15,0.15,1
136643516497_0.1,0.1,1
136643516497_0.05,0.05,1
136889734587_0.25,0.25,1
136889734587_0.2,0.2,1
136889734587_0.15,0.15,1
136889734587_0.1,0.1,1
136889734587_0.05,0.05,1
136946379962_0.25,0.25,1
136946379962_0.2,0.2,1
136946379962_0.15,0.15,1
136946379962_0.1,0.1,1
136946379962_0.05,0.05,1
137215264638_0.25,0.25,1
137215264638_0.2,0.2,1
137215264638_0.15,0.15,1
137215264638_0.1,0.1,1
137215264638_0.05,0.05,1
137504265618_0.25,0.25,1
137504265618_0.2,0.2,1
137504265618_0.15,0.15,1
137504265618_0.1,0.1,1
137504265618_0.05,0.05,1
137595912056_0.25,0.25,1
137595912056_0.2,0.2,1
137595912056_0.15,0.15,1
137595912056_0.1,0.1,1
137595912056_0.05,0.05,1
137927883839_0.25,0.25,1
137927883839_0.2,0.2,1
137927883839_0.15,0.15,1
137927883839_0.1,0.1,1
137927883839_0.05,0.05,1
138119419742_0.25,0.25,1
138119419742_0.2,0.2,1
138119419742_0.15,0.15,1
138119419742_0.1,0.1,1
138119419742_0.05,0.05,1
138273084615_0.25,0.25,1
138273084615_0.2,0.2,1
138273084615_0.15,0.15,1
138273084615_0.1,0.1,1
138273084615_0.05,0.05,1
139059075678_0.25,0.25,1
139059075678_0.2,0.2,1
139059075678_0.15,0.15,1
139059075678_0.1,0.1,1
139059075678_0.05,0.05,1
139253485517_0.25,0.25,1
139253485517_0.2,0.2,1
139253485517_0.15,0.15,1
139253485517_0.1,0.1,1
139253485517_0.05,0.05,2
139260179119_0.25,0.25,1
139260179119_0.2,0.2,1
139260179119_0.15,0.15,1
139260179119_0.1,0.1,1
139260179119_0.05,0.05,1
139279134148_0.25,0.25,1
139279134148_0.2,0.2,1
139279134148_0.15,0.15,1
139279134148_0.1,0.1,1
139279134148_0.05,0.05,1
139291109338_0.25,0.25,1
139291109338_0.2,0.2,1
139291109338_0.15,0.15,1
139291109338_0.1,0.1,1
139291109338_0.05,0.05,1
139586572268_0.25,0.25,1
139586572268_0.2,0.2,1
139586572268_0.15,0.15,1
139586572268_0.1,0.1,1
139586572268_0.05,0.05,1
139659357800_0.25,0.25,1
139659357800_0.2,0.2,1
139659357800_0.15,0.15,1
139659357800_0.1,0.1,1
139659357800_0.05,0.05,1
140809469107_0.25,0.25,1
140809469107_0.2,0.2,1
140809469107_0.15,0.15,1
140809469107_0.1,0.1,1
140809469107_0.05,0.05,1
140822257219_0.25,0.25,1
140822257219_0.2,0.2,1
140822257219_0.15,0.15,1
140822257219_0.1,0.1,1
140822257219_0.05,0.05,1
140830890164_0.25,0.25,1
140830890164_0.2,0.2,1
140830890164_0.15,0.15,1
140830890164_0.1,0.1,1
140830890164_0.05,0.05,1
141240869246_0.25,0.25,1
141240869246_0.2,0.2,1
141240869246_0.15,0.15,1
141240869246_0.1,0.1,1
141240869246_0.05,0.05,1
141812696385_0.25,0.25,1
141812696385_0.2,0.2,1
141812696385_0.15,0.15,1
141812696385_0.1,0.1,1
141812696385_0.05,0.05,1
141837635710_0.25,0.25,1
141837635710_0.2,0.2,1
141837635710_0.15,0.15,1
141837635710_0.1,0.1,1
141837635710_0.05,0.05,1
142273901581_0.25,0.25,1
142273901581_0.2,0.2,1
142273901581_0.15,0.15,1
142273901581_0.1,0.1,1
142273901581_0.05,0.05,2
142582830369_0.25,0.25,1
142582830369_0.2,0.2,1
142582830369_0.15,0.15,1
142582830369_0.1,0.1,1
142582830369_0.05,0.05,2
142759259896_0.25,0.25,1
142759259896_0.2,0.2,1
142759259896_0.15,0.15,1
142759259896_0.1,0.1,1
142759259896_0.05,0.05,1
143122010554_0.25,0.25,1
143122010554_0.2,0.2,1
143122010554_0.15,0.15,1
143122010554_0.1,0.1,1
143122010554_0.05,0.05,1
143151505112_0.25,0.25,1
143151505112_0.2,0.2,1
143151505112_0.15,0.15,1
143151505112_0.1,0.1,1
143151505112_0.05,0.05,1
143523009521_0.25,0.25,1
143523009521_0.2,0.2,1
143523009521_0.15,0.15,1
143523009521_0.1,0.1,1
143523009521_0.05,0.05,1
143524777279_0.25,0.25,1
143524777279_0.2,0.2,1
143524777279_0.15,0.15,1
143524777279_0.1,0.1,1
143524777279_0.05,0.05,1
143578332178_0.25,0.25,1
143578332178_0.2,0.2,1
143578332178_0.15,0.15,1
143578332178_0.1,0.1,1
143578332178_0.05,0.05,1
143617524224_0.25,0.25,1
143617524224_0.2,0.2,1
143617524224_0.15,0.15,1
143617524224_0.1,0.1,1
143617524224_0.05,0.05,1
143944926393_0.25,0.25,1
143944926393_0.2,0.2,1
143944926393_0.15,0.15,1
143944926393_0.1,0.1,1
143944926393_0.05,0.05,1
144132514483_0.25,0.25,1
144132514483_0.2,0.2,1
144132514483_0.15,0.15,1
144132514483_0.1,0.1,1
144132514483_0.05,0.05,1
144136687443_0.25,0.25,1
144136687443_0.2,0.2,1
144136687443_0.15,0.15,1
144136687443_0.1,0.1,1
144136687443_0.05,0.05,1
144269797865_0.25,0.25,1
144269797865_0.2,0.2,1
144269797865_0.15,0.15,1
144269797865_0.1,0.1,1
144269797865_0.05,0.05,1
144421142447_0.25,0.25,1
144421142447_0.2,0.2,1
144421142447_0.15,0.15,1
144421142447_0.1,0.1,1
144421142447_0.05,0.05,1
144666640190_0.25,0.25,1
144666640190_0.2,0.2,1
144666640190_0.15,0.15,1
144666640190_0.1,0.1,1
144666640190_0.05,0.05,1
144688127786_0.25,0.25,1
144688127786_0.2,0.2,1
144688127786_0.15,0.15,1
144688127786_0.1,0.1,1
144688127786_0.05,0.05,1
145082901608_0.25,0.25,1
145082901608_0.2,0.2,1
145082901608_0.15,0.15,1
145082901608_0.1,0.1,1
145082901608_0.05,0.05,1
145224532888_0.25,0.25,1
145224532888_0.2,0.2,1
145224532888_0.15,0.15,1
145224532888_0.1,0.1,1
145224532888_0.05,0.05,1
145415422470_0.25,0.25,1
145415422470_0.2,0.2,1
145415422470_0.15,0.15,1
145415422470_0.1,0.1,1
145415422470_0.05,0.05,1
145418049875_0.25,0.25,1
145418049875_0.2,0.2,1
145418049875_0.15,0.15,1
145418049875_0.1,0.1,1
145418049875_0.05,0.05,1
145549329039_0.25,0.25,1
145549329039_0.2,0.2,1
145549329039_0.15,0.15,1
145549329039_0.1,0.1,1
145549329039_0.05,0.05,1
145746049466_0.25,0.25,1
145746049466_0.2,0.2,1
145746049466_0.15,0.15,1
145746049466_0.1,0.1,1
145746049466_0.05,0.05,1
145814217497_0.25,0.25,1
145814217497_0.2,0.2,1
145814217497_0.15,0.15,1
145814217497_0.1,0.1,1
145814217497_0.05,0.05,1
145858905159_0.25,0.25,1
145858905159_0.2,0.2,1
145858905159_0.15,0.15,1
145858905159_0.1,0.1,1
145858905159_0.05,0.05,1
145958246175_0.25,0.25,1
145958246175_0.2,0.2,1
145958246175_0.15,0.15,1
145958246175_0.1,0.1,1
145958246175_0.05,0.05,1
146057422161_0.25,0.25,1
146057422161_0.2,0.2,1
146057422161_0.15,0.15,1
146057422161_0.1,0.1,1
146057422161_0.05,0.05,1
146474384640_0.25,0.25,1
146474384640_0.2,0.2,1
146474384640_0.15,0.15,1
146474384640_0.1,0.1,1
146474384640_0.05,0.05,1
146726487108_0.25,0.25,1
146726487108_0.2,0.2,1
146726487108_0.15,0.15,1
146726487108_0.1,0.1,1
146726487108_0.05,0.05,2
146830792679_0.25,0.25,1
146830792679_0.2,0.2,1
146830792679_0.15,0.15,1
146830792679_0.1,0.1,1
146830792679_0.05,0.05,1
146922140497_0.25,0.25,1
146922140497_0.2,0.2,1
146922140497_0.15,0.15,1
146922140497_0.1,0.1,1
146922140497_0.05,0.05,1
147060024646_0.25,0.25,1
147060024646_0.2,0.2,1
147060024646_0.15,0.15,1
147060024646_0.1,0.1,1
147060024646_0.05,0.05,1
147113588242_0.25,0.25,1
147113588242_0.2,0.2,1
147113588242_0.15,0.15,1
147113588242_0.1,0.1,1
147113588242_0.05,0.05,1
147275835503_0.25,0.25,1
147275835503_0.2,0.2,1
147275835503_0.15,0.15,1
147275835503_0.1,0.1,1
147275835503_0.05,0.05,1
147337380106_0.25,0.25,1
147337380106_0.2,0.2,1
147337380106_0.15,0.15,1
147337380106_0.1,0.1,1
147337380106_0.05,0.05,1
147507277210_0.25,0.25,1
147507277210_0.2,0.2,1
147507277210_0.15,0.15,1
147507277210_0.1,0.1,1
147507277210_0.05,0.05,1
147580890614_0.25,0.25,1
147580890614_0.2,0.2,1
147580890614_0.15,0.15,1
147580890614_0.1,0.1,1
147580890614_0.05,0.05,1
147860542789_0.25,0.25,1
147860542789_0.2,0.2,1
147860542789_0.15,0.15,1
147860542789_0.1,0.1,1
147860542789_0.05,0.05,1
147921498617_0.25,0.25,1
147921498617_0.2,0.2,1
147921498617_0.15,0.15,1
147921498617_0.1,0.1,1
147921498617_0.05,0.05,1
148466040484_0.25,0.25,1
148466040484_0.2,0.2,1
148466040484_0.15,0.15,1
148466040484_0.1,0.1,1
148466040484_0.05,0.05,1
148917145338_0.25,0.25,1
148917145338_0.2,0.2,1
148917145338_0.15,0.15,1
148917145338_0.1,0.1,1
148917145338_0.05,0.05,1
149012963482_0.25,0.25,1
149012963482_0.2,0.2,1
149012963482_0.15,0.15,1
149012963482_0.1,0.1,1
149012963482_0.05,0.05,1
149291406846_0.25,0.25,1
149291406846_0.2,0.2,1
149291406846_0.15,0.15,1
149291406846_0.1,0.1,1
149291406846_0.05,0.05,1
149310487829_0.25,0.25,1
149310487829_0.2,0.2,1
149310487829_0.15,0.15,1
149310487829_0.1,0.1,1
149310487829_0.05,0.05,1
149934951872_0.25,0.25,1
149934951872_0.2,0.2,1
149934951872_0.15,0.15,1
149934951872_0.1,0.1,1
149934951872_0.05,0.05,2
150025384923_0.25,0.25,1
150025384923_0.2,0.2,1
150025384923_0.15,0.15,1
150025384923_0.1,0.1,1
150025384923_0.05,0.05,1
150105889871_0.25,0.25,1
150105889871_0.2,0.2,1
150105889871_0.15,0.15,1
150105889871_0.1,0.1,1
150105889871_0.05,0.05,1
150699361697_0.25,0.25,1
150699361697_0.2,0.2,1
150699361697_0.15,0.15,1
150699361697_0.1,0.1,1
150699361697_0.05,0.05,1
151232443239_0.25,0.25,1
151232443239_0.2,0.2,1
151232443239_0.15,0.15,1
151232443239_0.1,0.1,1
151232443239_0.05,0.05,1
151240278436_0.25,0.25,1
151240278436_0.2,0.2,1
151240278436_0.15,0.15,1
151240278436_0.1,0.1,1
151240278436_0.05,0.05,1
151681983330_0.25,0.25,1
151681983330_0.2,0.2,1
151681983330_0.15,0.15,1
151681983330_0.1,0.1,1
151681983330_0.05,0.05,1
151763271961_0.25,0.25,1
151763271961_0.2,0.2,1
151763271961_0.15,0.15,1
151763271961_0.1,0.1,1
151763271961_0.05,0.05,1
151829929129_0.25,0.25,1
151829929129_0.2,0.2,1
151829929129_0.15,0.15,1
151829929129_0.1,0.1,1
151829929129_0.05,0.05,1
151832494815_0.25,0.25,1
151832494815_0.2,0.2,1
151832494815_0.15,0.15,1
151832494815_0.1,0.1,1
151832494815_0.05,0.05,1
151898260503_0.25,0.25,1
151898260503_0.2,0.2,1
151898260503_0.15,0.15,1
151898260503_0.1,0.1,1
151898260503_0.05,0.05,1
151906731068_0.25,0.25,1
151906731068_0.2,0.2,1
151906731068_0.15,0.15,1
151906731068_0.1,0.1,1
151906731068_0.05,0.05,1
152177387278_0.25,0.25,1
152177387278_0.2,0.2,1
152177387278_0.15,0.15,1
152177387278_0.1,0.1,1
152177387278_0.05,0.05,1
152404894079_0.25,0.25,1
152404894079_0.2,0.2,1
152404894079_0.15,0.15,1
152404894079_0.1,0.1,1
152404894079_0.05,0.05,1
152553695195_0.25,0.25,1
152553695195_0.2,0.2,1
152553695195_0.15,0.15,1
152553695195_0.1,0.1,1
152553695195_0.05,0.05,2
152771159088_0.25,0.25,1
152771159088_0.2,0.2,1
152771159088_0.15,0.15,1
152771159088_0.1,0.1,1
152771159088_0.05,0.05,1
152916383457_0.25,0.25,1
152916383457_0.2,0.2,1
152916383457_0.15,0.15,1
152916383457_0.1,0.1,1
152916383457_0.05,0.05,1
153005154743_0.25,0.25,1
153005154743_0.2,0.2,1
153005154743_0.15,0.15,1
153005154743_0.1,0.1,1
153005154743_0.05,0.05,1
153038708795_0.25,0.25,1
153038708795_0.2,0.2,1
153038708795_0.15,0.15,1
153038708795_0.1,0.1,1
153038708795_0.05,0.05,1
153297564632_0.25,0.25,1
153297564632_0.2,0.2,1
153297564632_0.15,0.15,1
153297564632_0.1,0.1,1
153297564632_0.05,0.05,1
153705491080_0.25,0.25,1
153705491080_0.2,0.2,1
153705491080_0.15,0.15,1
153705491080_0.1,0.1,1
153705491080_0.05,0.05,2
153771890234_0.25,0.25,1
153771890234_0.2,0.2,1
153771890234_0.15,0.15,1
153771890234_0.1,0.1,1
153771890234_0.05,0.05,1
153867937643_0.25,0.25,1
153867937643_0.2,0.2,1
153867937643_0.15,0.15,1
153867937643_0.1,0.1,1
153867937643_0.05,0.05,1
153980704734_0.25,0.25,1
153980704734_0.2,0.2,1
153980704734_0.15,0.15,1
153980704734_0.1,0.1,1
153980704734_0.05,0.05,1
154120588142_0.25,0.25,1
154120588142_0.2,0.2,1
154120588142_0.15,0.15,1
154120588142_0.1,0.1,1
154120588142_0.05,0.05,1
154483961463_0.25,0.25,1
154483961463_0.2,0.2,1
154483961463_0.15,0.15,1
154483961463_0.1,0.1,1
154483961463_0.05,0.05,1
155564404419_0.25,0.25,1
155564404419_0.2,0.2,1
155564404419_0.15,0.15,1
155564404419_0.1,0.1,1
155564404419_0.05,0.05,1
155670288420_0.25,0.25,1
155670288420_0.2,0.2,1
155670288420_0.15,0.15,1
155670288420_0.1,0.1,1
155670288420_0.05,0.05,1
155914927008_0.25,0.25,1
155914927008_0.2,0.2,1
155914927008_0.15,0.15,1
155914927008_0.1,0.1,1
155914927008_0.05,0.05,1
155955558946_0.25,0.25,1
155955558946_0.2,0.2,1
155955558946_0.15,0.15,1
155955558946_0.1,0.1,1
155955558946_0.05,0.05,2
156180626587_0.25,0.25,1
156180626587_0.2,0.2,1
156180626587_0.15,0.15,1
156180626587_0.1,0.1,1
156180626587_0.05,0.05,1
156644776353_0.25,0.25,1
156644776353_0.2,0.2,1
156644776353_0.15,0.15,1
156644776353_0.1,0.1,1
156644776353_0.05,0.05,1
156891076678_0.25,0.25,1
156891076678_0.2,0.2,1
156891076678_0.15,0.15,1
156891076678_0.1,0.1,1
156891076678_0.05,0.05,2
157261878776_0.25,0.25,1
157261878776_0.2,0.2,1
157261878776_0.15,0.15,1
157261878776_0.1,0.1,1
157261878776_0.05,0.05,1
157389832423_0.25,0.25,1
157389832423_0.2,0.2,1
157389832423_0.15,0.15,1
157389832423_0.1,0.1,1
157389832423_0.05,0.05,1
157478400767_0.25,0.25,1
157478400767_0.2,0.2,1
157478400767_0.15,0.15,1
157478400767_0.1,0.1,1
157478400767_0.05,0.05,1
158246385629_0.25,0.25,1
158246385629_0.2,0.2,1
158246385629_0.15,0.15,1
158246385629_0.1,0.1,1
158246385629_0.05,0.05,1
158249830100_0.25,0.25,1
158249830100_0.2,0.2,1
158249830100_0.15,0.15,1
158249830100_0.1,0.1,1
158249830100_0.05,0.05,1
158631849116_0.25,0.25,1
158631849116_0.2,0.2,1
158631849116_0.15,0.15,1
158631849116_0.1,0.1,1
158631849116_0.05,0.05,1
158744647869_0.25,0.25,1
158744647869_0.2,0.2,1
158744647869_0.15,0.15,1
158744647869_0.1,0.1,1
158744647869_0.05,0.05,2
158781577488_0.25,0.25,1
158781577488_0.2,0.2,1
158781577488_0.15,0.15,1
158781577488_0.1,0.1,1
158781577488_0.05,0.05,1
158801083897_0.25,0.25,1
158801083897_0.2,0.2,1
158801083897_0.15,0.15,1
158801083897_0.1,0.1,1
158801083897_0.05,0.05,1
158815672827_0.25,0.25,1
158815672827_0.2,0.2,1
158815672827_0.15,0.15,1
158815672827_0.1,0.1,1
158815672827_0.05,0.05,1
158860075920_0.25,0.25,1
158860075920_0.2,0.2,1
158860075920_0.15,0.15,1
158860075920_0.1,0.1,1
158860075920_0.05,0.05,1
158926081661_0.25,0.25,1
158926081661_0.2,0.2,1
158926081661_0.15,0.15,1
158926081661_0.1,0.1,1
158926081661_0.05,0.05,1
159205123404_0.25,0.25,1
159205123404_0.2,0.2,1
159205123404_0.15,0.15,1
159205123404_0.1,0.1,1
159205123404_0.05,0.05,1
159315984614_0.25,0.25,1
159315984614_0.2,0.2,1
159315984614_0.15,0.15,1
159315984614_0.1,0.1,1
159315984614_0.05,0.05,1
159473319613_0.25,0.25,1
159473319613_0.2,0.2,1
159473319613_0.15,0.15,1
159473319613_0.1,0.1,1
159473319613_0.05,0.05,1
159611473390_0.25,0.25,1
159611473390_0.2,0.2,1
159611473390_0.15,0.15,1
159611473390_0.1,0.1,1
159611473390_0.05,0.05,2
159730212889_0.25,0.25,1
159730212889_0.2,0.2,1
159730212889_0.15,0.15,1
159730212889_0.1,0.1,1
159730212889_0.05,0.05,1
159813731624_0.25,0.25,1
159813731624_0.2,0.2,1
159813731624_0.15,0.15,1
159813731624_0.1,0.1,1
159813731624_0.05,0.05,1
159956623846_0.25,0.25,1
159956623846_0.2,0.2,1
159956623846_0.15,0.15,1
159956623846_0.1,0.1,1
159956623846_0.05,0.05,1
160678415853_0.25,0.25,1
160678415853_0.2,0.2,1
160678415853_0.15,0.15,1
160678415853_0.1,0.1,1
160678415853_0.05,0.05,1
161001763220_0.25,0.25,1
161001763220_0.2,0.2,1
161001763220_0.15,0.15,1
161001763220_0.1,0.1,1
161001763220_0.05,0.05,1
161647581928_0.25,0.25,1
161647581928_0.2,0.2,1
161647581928_0.15,0.15,1
161647581928_0.1,0.1,1
161647581928_0.05,0.05,1
161856519790_0.25,0.25,1
161856519790_0.2,0.2,1
161856519790_0.15,0.15,1
161856519790_0.1,0.1,1
161856519790_0.05,0.05,1
162014751869_0.25,0.25,1
162014751869_0.2,0.2,1
162014751869_0.15,0.15,1
162014751869_0.1,0.1,1
162014751869_0.05,0.05,1
162188834253_0.25,0.25,1
162188834253_0.2,0.2,1
162188834253_0.15,0.15,1
162188834253_0.1,0.1,1
162188834253_0.05,0.05,1
162256099365_0.25,0.25,1
162256099365_0.2,0.2,1
162256099365_0.15,0.15,1
162256099365_0.1,0.1,1
162256099365_0.05,0.05,1
162339768579_0.25,0.25,1
162339768579_0.2,0.2,1
162339768579_0.15,0.15,1
162339768579_0.1,0.1,1
162339768579_0.05,0.05,1
162498996320_0.25,0.25,1
162498996320_0.2,0.2,1
162498996320_0.15,0.15,1
162498996320_0.1,0.1,1
162498996320_0.05,0.05,1
162602154675_0.25,0.25,1
162602154675_0.2,0.2,1
162602154675_0.15,0.15,1
162602154675_0.1,0.1,1
162602154675_0.05,0.05,1
162679960461_0.25,0.25,1
162679960461_0.2,0.2,1
162679960461_0.15,0.15,1
162679960461_0.1,0.1,1
162679960461_0.05,0.05,1
162778261429_0.25,0.25,1
162778261429_0.2,0.2,1
162778261429_0.15,0.15,1
162778261429_0.1,0.1,1
162778261429_0.05,0.05,1
162886714306_0.25,0.25,1
162886714306_0.2,0.2,1
162886714306_0.15,0.15,1
162886714306_0.1,0.1,1
162886714306_0.05,0.05,1
162931832732_0.25,0.25,1
162931832732_0.2,0.2,1
162931832732_0.15,0.15,1
162931832732_0.1,0.1,1
162931832732_0.05,0.05,2
163016144590_0.25,0.25,1
163016144590_0.2,0.2,1
163016144590_0.15,0.15,1
163016144590_0.1,0.1,1
163016144590_0.05,0.05,1
163118309011_0.25,0.25,1
163118309011_0.2,0.2,1
163118309011_0.15,0.15,1
163118309011_0.1,0.1,1
163118309011_0.05,0.05,1
163312796395_0.25,0.25,1
163312796395_0.2,0.2,1
163312796395_0.15,0.15,1
163312796395_0.1,0.1,1
163312796395_0.05,0.05,2
163373232625_0.25,0.25,1
163373232625_0.2,0.2,1
163373232625_0.15,0.15,1
163373232625_0.1,0.1,1
163373232625_0.05,0.05,1
163648865725_0.25,0.25,1
163648865725_0.2,0.2,1
163648865725_0.15,0.15,1
163648865725_0.1,0.1,1
163648865725_0.05,0.05,1
163742646182_0.25,0.25,1
163742646182_0.2,0.2,1
163742646182_0.15,0.15,1
163742646182_0.1,0.1,1
163742646182_0.05,0.05,2
163803225837_0.25,0.25,1
163803225837_0.2,0.2,1
163803225837_0.15,0.15,1
163803225837_0.1,0.1,1
163803225837_0.05,0.05,1
163853234522_0.25,0.25,1
163853234522_0.2,0.2,1
163853234522_0.15,0.15,1
163853234522_0.1,0.1,1
163853234522_0.05,0.05,1
163861413779_0.25,0.25,1
163861413779_0.2,0.2,1
163861413779_0.15,0.15,1
163861413779_0.1,0.1,1
163861413779_0.05,0.05,1
163910133227_0.25,0.25,1
163910133227_0.2,0.2,1
163910133227_0.15,0.15,1
163910133227_0.1,0.1,1
163910133227_0.05,0.05,1
163978203791_0.25,0.25,1
163978203791_0.2,0.2,1
163978203791_0.15,0.15,1
163978203791_0.1,0.1,1
163978203791_0.05,0.05,1
164282838535_0.25,0.25,1
164282838535_0.2,0.2,1
164282838535_0.15,0.15,1
164282838535_0.1,0.1,1
164282838535_0.05,0.05,1
164683342572_0.25,0.25,1
164683342572_0.2,0.2,1
164683342572_0.15,0.15,1
164683342572_0.1,0.1,1
164683342572_0.05,0.05,1
164994220498_0.25,0.25,1
